"filename", "language", "Vue", "comment", "blank", "total"
"/Users/dawidpolak/WORK/projects/stronaDlaJakuba/portfolio-jakub/src/components/More.vue", "Vue", 166, 0, 40, 206
"/Users/dawidpolak/WORK/projects/stronaDlaJakuba/portfolio-jakub/src/components/Skills.vue", "Vue", 77, 0, 13, 90
"/Users/dawidpolak/WORK/projects/stronaDlaJakuba/portfolio-jakub/src/views/Home.vue", "Vue", 3, 0, 0, 3
"Total", "-", 246, 0, 53, 299
